timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday,utilization_pct,cost_per_unit,buffer_capacity,year,month,quarter,day_of_week,is_weekend,week_of_year,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,capacity_utilization,over_provisioned_flag,high_stress_flag
2023-05-20,Europe-North,Compute,6951.0,9217,375.96,99.91,0,75.41499403276553,0.0540871817004747,2266.0,2023,5,2,5,1,20,12503.0,11285.0,9463.0,10121.42857142857,2055.4878461606836,0.7541499403276554,0,0
2023-05-21,Europe-North,Compute,7929.0,9959,439.56,99.81,0,79.61642735214379,0.0554370034052213,2030.0,2023,5,2,6,1,20,6951.0,11730.0,7250.0,9578.42857142857,2061.774305231851,0.7961642735214379,0,0
2023-05-22,Europe-North,Compute,12910.0,15838,686.36,99.86,1,81.51281727490844,0.0531649883810999,2928.0,2023,5,2,0,0,21,7929.0,7838.0,13913.0,10303.0,2232.3653374839887,0.8151281727490844,0,0
2023-05-23,Europe-North,Compute,8216.0,9954,377.76,99.73,1,82.53968253968253,0.0459785783836416,1738.0,2023,5,2,1,0,21,12910.0,9752.0,9877.0,10083.57142857143,2366.9831612654716,0.8253968253968254,0,0
2023-05-24,Europe-North,Compute,7412.0,8686,379.41,99.71,0,85.33271931844347,0.0511886130599028,1274.0,2023,5,2,2,0,21,8216.0,10973.0,13138.0,9574.857142857143,2521.5846491555935,0.8533271931844347,0,0
2023-05-25,Europe-North,Compute,11960.0,13755,673.49,99.75,0,86.95019992729917,0.0563118729096989,1795.0,2023,5,2,3,0,21,7412.0,11103.0,13114.0,9697.285714285714,2626.7565370170682,0.8695019992729917,0,0
2023-05-26,Europe-North,Compute,12253.0,14835,618.31,99.75,0,82.59521402089652,0.0504619276911776,2582.0,2023,5,2,4,0,21,11960.0,12503.0,13577.0,9661.57142857143,2583.596127954396,0.8259521402089652,0,0
2023-05-27,Europe-North,Compute,10663.0,13802,499.95,99.96,0,77.25691928705984,0.0468864297102128,3139.0,2023,5,2,5,1,21,12253.0,6951.0,7507.0,10191.857142857143,2299.89328945,0.7725691928705984,0,0
2023-05-28,Europe-North,Compute,9782.0,10996,465.99,99.77,0,88.95962168061114,0.0476374974442854,1214.0,2023,5,2,6,1,21,10663.0,7929.0,12332.0,10456.57142857143,2093.40232294566,0.8895962168061113,0,0
2023-05-30,Europe-North,Compute,10236.0,12456,517.35,99.8,0,82.17726396917149,0.050542203985932,2220.0,2023,5,2,1,0,22,9782.0,12910.0,8456.0,10074.57142857143,1793.5937720252089,0.8217726396917149,0,0
2023-06-01,Europe-North,Compute,7720.0,10011,415.76,99.97,0,77.1151733093597,0.0538549222797927,2291.0,2023,6,2,3,0,22,10236.0,8216.0,9360.0,10003.714285714286,1886.6392266219232,0.7711517330935971,0,0
2023-06-02,Europe-North,Compute,8649.5,9784,426.72395287605286,99.75,1,88.4045380212592,0.0493351006273256,1134.5,2023,6,2,4,0,22,7720.0,7412.0,12679.0,10180.5,1645.9337015809592,0.8840453802125919,0,0
2023-06-04,Europe-North,Compute,9579.0,12460,452.92,99.75,0,76.87800963081862,0.0472825973483662,2881.0,2023,6,2,6,1,22,8649.5,11960.0,12425.0,9840.357142857143,1451.4296605498334,0.7687800963081862,0,0
2023-06-06,Europe-North,Compute,10569.0,13064,547.34,99.93,0,80.90171463563993,0.0517873024884095,2495.0,2023,6,2,1,0,23,9579.0,12253.0,10110.0,9599.785714285714,1075.8594183699056,0.8090171463563993,0,0
2023-06-07,Europe-North,Compute,9457.5,10512,466.5867141829319,99.9,1,89.96860730593608,0.0493351006273256,1054.5,2023,6,2,2,0,23,10569.0,10663.0,9825.0,9427.57142857143,968.422877181044,0.8996860730593608,0,0
2023-06-08,Europe-North,Compute,8346.0,10306,480.77,99.9,0,80.98195226081894,0.0576048406422238,1960.0,2023,6,2,3,0,23,9457.5,9782.0,9540.0,9222.42857142857,1030.9097288548644,0.8098195226081895,0,0
2023-06-09,Europe-North,Compute,10846.0,13876,577.36,99.94,1,78.16373594695878,0.0532325281209662,3030.0,2023,6,2,4,0,23,8346.0,10236.0,11655.0,9309.57142857143,1149.7934027674758,0.7816373594695878,0,0
2023-06-10,Europe-North,Compute,7903.0,9226,447.46,99.88,0,85.66009104704098,0.0566190054409717,1323.0,2023,6,2,5,1,23,10846.0,7720.0,9317.0,9335.714285714286,1108.983838819077,0.8566009104704098,0,0
2023-06-11,Europe-North,Compute,7103.0,8241,330.25,99.96,0,86.1909962383206,0.0464944389694495,1138.0,2023,6,2,6,1,23,7903.0,8649.5,7327.0,9114.785714285714,1387.535460722318,0.8619099623832059,0,0
2023-06-12,Europe-North,Compute,11233.0,14775,588.15,99.96,0,76.02707275803724,0.052359120448678,3542.0,2023,6,2,0,0,24,7103.0,9579.0,10421.0,9351.07142857143,1603.7481210321894,0.7602707275803723,0,0
2023-06-13,Europe-North,Compute,7301.0,8835,353.65,99.87,0,82.63723825693265,0.048438570058896,1534.0,2023,6,2,1,0,24,11233.0,10569.0,7789.0,8884.214285714286,1664.6221757790047,0.8263723825693265,0,0
2023-06-14,Europe-North,Compute,8935.0,10773,423.99,99.87,0,82.93882855286364,0.0474527140458869,1838.0,2023,6,2,2,0,24,7301.0,9457.5,7968.0,8809.57142857143,1646.244398334466,0.8293882855286364,0,0
2023-06-15,Europe-North,Compute,10824.0,13214,562.95,99.9,1,81.91312244589072,0.0520094235033259,2390.0,2023,6,2,3,0,24,8935.0,8346.0,8169.0,9163.57142857143,1790.0901147840602,0.8191312244589072,0,0
2023-06-16,Europe-North,Compute,6796.0,8958,371.24,99.96,0,75.86514847064076,0.0546262507357269,2162.0,2023,6,2,4,0,24,10824.0,10846.0,11285.0,8585.0,1810.0713613925063,0.7586514847064076,0,0
2023-06-17,Europe-North,Compute,8541.5,11465,421.3957620083017,99.96,1,74.50065416484955,0.0493351006273256,2923.5,2023,6,2,5,1,24,6796.0,7903.0,11730.0,8676.214285714286,1785.9021029800483,0.7450065416484954,1,0
2023-06-19,Europe-North,Compute,10287.0,11553,486.19,99.96,0,89.04180732277331,0.047262564401672,1266.0,2023,6,2,0,0,25,8541.5,7103.0,7838.0,9131.07142857143,1722.790382600548,0.890418073227733,0,0
2023-06-20,Europe-North,Compute,9581.0,12096,445.02,99.74,1,79.20800264550265,0.0464481786869846,2515.0,2023,6,2,1,0,25,10287.0,11233.0,9752.0,8895.07142857143,1483.3801611120937,0.7920800264550265,0,0
2023-06-21,Europe-North,Compute,7362.0,9260,424.12,99.94,0,79.50323974082073,0.0576093452866069,1898.0,2023,6,2,2,0,25,9581.0,7301.0,10973.0,8903.785714285714,1472.5948146368119,0.7950323974082073,0,0
2023-06-22,Europe-North,Compute,10875.0,14098,495.07,99.89,0,77.1386012200312,0.0455236781609195,3223.0,2023,6,2,3,0,25,7362.0,8935.0,11103.0,9180.92857142857,1651.1746936795057,0.7713860122003121,0,0
2023-06-23,Europe-North,Compute,7610.0,9540,358.53,99.91,0,79.76939203354297,0.0471130091984231,1930.0,2023,6,2,4,0,25,10875.0,10824.0,12503.0,8721.785714285714,1562.6214581364736,0.7976939203354297,0,0
2023-06-24,Europe-North,Compute,10542.0,13504,498.03,99.82,0,78.06575829383885,0.0472424587364826,2962.0,2023,6,2,5,1,25,7610.0,6796.0,6951.0,9256.92857142857,1428.9039630829907,0.7806575829383886,0,0
2023-06-25,Europe-North,Compute,11764.0,14137,551.05,99.77,0,83.21426045129802,0.0468420605236314,2373.0,2023,6,2,6,1,25,10542.0,8541.5,7929.0,9717.285714285714,1660.354752684467,0.8321426045129802,0,0
2023-06-26,Europe-North,Compute,6865.0,8433,325.52,99.89,1,81.40637969880233,0.0474173343044428,1568.0,2023,6,2,0,0,26,11764.0,10287.0,12910.0,9228.42857142857,1944.168961891158,0.8140637969880232,0,0
2023-06-28,Europe-North,Compute,12053.0,13647,620.92,99.92,0,88.31977724041914,0.0515158051937277,1594.0,2023,6,2,2,0,26,6865.0,9581.0,8216.0,9581.57142857143,2223.349039710352,0.8831977724041914,0,0
2023-06-29,Europe-North,Compute,7767.0,9276,431.29,99.94,0,83.73221216041398,0.0555285180893523,1509.0,2023,6,2,3,0,26,12053.0,7362.0,7412.0,9639.42857142857,2160.340471402817,0.8373221216041398,0,0
2023-06-30,Europe-North,Compute,6439.0,7325,300.89,99.89,0,87.90443686006826,0.0467293057928249,886.0,2023,6,2,4,0,26,7767.0,10875.0,11960.0,9005.714285714286,2377.231422915158,0.8790443686006826,0,0
2023-07-01,Europe-North,Compute,8162.0,10839,452.5,99.98,0,75.30214964480119,0.0554398431756922,2677.0,2023,7,3,5,1,26,6439.0,7610.0,12253.0,9084.57142857143,2331.940597952903,0.7530214964480119,0,0
2023-07-02,Europe-North,Compute,6806.0,8892,338.65,99.73,0,76.54071075123706,0.0497575668527769,2086.0,2023,7,3,6,1,26,8162.0,10542.0,10663.0,8550.857142857143,2370.0040385740126,0.7654071075123706,0,0
2023-07-03,Europe-North,Compute,8356.0,9703,487.82,99.75,0,86.11769555807483,0.0583796074676878,1347.0,2023,7,3,0,0,27,6806.0,11764.0,9782.0,8064.0,1904.205346069584,0.8611769555807482,0,0
2023-07-05,Europe-North,Compute,5657.0,6589,269.16,99.74,0,85.85521323417818,0.0475799893936715,932.0,2023,7,3,2,0,27,8356.0,6865.0,10236.0,7891.428571428572,2077.80211258137,0.8585521323417817,0,0
2023-07-06,Europe-North,Compute,8790.0,10229,450.43,99.76,0,85.93215368071169,0.0512434584755403,1439.0,2023,7,3,3,0,27,5657.0,12053.0,7720.0,7425.285714285715,1145.374715145756,0.859321536807117,0,0
2023-07-07,Europe-North,Compute,9179.0,11955,498.7,99.72,0,76.77959012965286,0.0543305370955441,2776.0,2023,7,3,4,0,27,8790.0,7767.0,8649.5,7627.0,1325.7214388148504,0.7677959012965286,0,0
2023-07-08,Europe-North,Compute,7037.0,8281,352.47,99.74,0,84.97765970293443,0.0500881057268722,1244.0,2023,7,3,5,1,27,9179.0,6439.0,9579.0,7712.428571428572,1253.7207101454467,0.8497765970293443,0,0
2023-07-09,Europe-North,Compute,9089.0,11561,477.43,99.93,0,78.61776662918433,0.0525283309494993,2472.0,2023,7,3,6,1,27,7037.0,8162.0,10569.0,7844.857142857143,1354.065905408766,0.7861776662918433,0,0
2023-07-12,Europe-North,Compute,5881.0,7301,307.38,99.7,0,80.55060950554719,0.0522666213229042,1420.0,2023,7,3,2,0,28,9089.0,6806.0,9457.5,7712.714285714285,1508.6553300081134,0.8055060950554719,0,0
2023-07-13,Europe-North,Compute,8693.0,9901,428.44,99.99,0,87.7992122007878,0.0492856321177959,1208.0,2023,7,3,3,0,28,5881.0,8356.0,8346.0,7760.857142857143,1537.7020115062803,0.877992122007878,0,0
2023-07-14,Europe-North,Compute,5496.0,6581,260.41,99.71,1,83.51314389910348,0.04738173216885,1085.0,2023,7,3,4,0,28,8693.0,5657.0,10846.0,7737.857142857143,1575.1626824523428,0.8351314389910348,0,0
2023-07-15,Europe-North,Compute,9289.0,12282,510.04,99.71,0,75.63100472235791,0.0549079556464635,2993.0,2023,7,3,5,1,28,5496.0,8790.0,7903.0,7809.142857142857,1640.644835480995,0.7563100472235792,0,0
2023-07-16,Europe-North,Compute,6457.0,8583,329.34,99.98,0,75.23010602353489,0.0510051107325383,2126.0,2023,7,3,6,1,28,9289.0,9179.0,7103.0,7420.285714285715,1583.4353701457335,0.7523010602353489,0,0
2023-07-17,Europe-North,Compute,8166.0,9429,439.31,99.87,0,86.60515431116768,0.0537974528532941,1263.0,2023,7,3,0,0,29,6457.0,7037.0,11233.0,7581.571428571428,1595.3419546858715,0.8660515431116768,0,0
2023-07-18,Europe-North,Compute,6285.0,8318,371.84,99.9,1,75.55902861264727,0.0591630867143993,2033.0,2023,7,3,1,0,29,8166.0,9089.0,7301.0,7181.0,1503.1217515557362,0.7555902861264727,0,0
2023-07-20,Europe-North,Compute,7593.0,9796,354.63,99.83,1,77.51122907309106,0.0467048597392335,2203.0,2023,7,3,3,0,29,6285.0,5881.0,8935.0,7425.571428571428,1391.4792916344832,0.7751122907309106,0,0
2023-07-21,Europe-North,Compute,9026.0,11671,474.01,99.74,0,77.33698911832748,0.052516064701972,2645.0,2023,7,3,4,0,29,7593.0,8693.0,10824.0,7473.142857142857,1446.6307324920415,0.7733698911832748,0,0
2023-07-22,Europe-North,Compute,8938.5,11852,440.98179695735,99.77,0,75.41765102936213,0.0493351006273256,2913.5,2023,7,3,5,1,29,9026.0,5496.0,6796.0,7964.928571428572,1231.6417372952264,0.7541765102936213,0,0
2023-07-23,Europe-North,Compute,8851.0,10898,453.56,99.77,0,81.21673701596623,0.0512439272398599,2047.0,2023,7,3,6,1,29,8938.5,9289.0,8541.5,7902.357142857143,1162.3395485788396,0.8121673701596623,0,0
2023-07-25,Europe-North,Compute,7126.0,9601,398.69,99.88,0,74.22143526715968,0.0559486387875385,2475.0,2023,7,3,1,0,30,8851.0,6457.0,10287.0,7997.928571428572,1045.3018076362462,0.7422143526715967,1,0
2023-07-26,Europe-North,Compute,6565.0,7445,324.89,99.88,0,88.17998656816656,0.0494881949733434,880.0,2023,7,3,2,0,30,7126.0,8166.0,9581.0,7769.214285714285,1170.0997057638106,0.8817998656816656,0,0
2023-07-27,Europe-North,Compute,7859.0,9962,450.4,99.86,0,78.88978116844008,0.0573100903422827,2103.0,2023,7,3,3,0,30,6565.0,6285.0,7362.0,7994.071428571428,971.7719394904018,0.7888978116844008,0,0
2023-07-28,Europe-North,Compute,9587.0,11071,504.39,99.73,0,86.59561015265108,0.0526118702409512,1484.0,2023,7,3,4,0,30,7859.0,7593.0,10875.0,8278.92857142857,1116.1393442192918,0.8659561015265107,0,0
2023-07-29,Europe-North,Compute,8592.0,9636,452.23,99.73,0,89.1656288916563,0.0526338454376163,1044.0,2023,7,3,5,1,30,9587.0,9026.0,7610.0,8216.92857142857,1079.1657437024849,0.8916562889165629,0,0
2023-07-30,Europe-North,Compute,6766.0,8914,307.64,99.82,0,75.90307381646848,0.0454685190659178,2148.0,2023,7,3,6,1,30,8592.0,8938.5,10542.0,7906.571428571428,1147.3062446651302,0.7590307381646848,0,0
2023-07-31,Europe-North,Compute,9881.0,13076,533.15,99.89,0,75.56592230039767,0.0539570893634247,3195.0,2023,7,3,0,0,31,6766.0,8851.0,11764.0,8053.714285714285,1338.7018231960978,0.7556592230039767,0,0
2023-08-01,Europe-North,Compute,5516.0,6727,301.42,99.89,0,81.99791883454735,0.0546446700507614,1211.0,2023,8,3,1,0,31,9881.0,7126.0,6865.0,7823.714285714285,1631.0413559324268,0.8199791883454735,0,0
2023-08-02,Europe-North,Compute,4544.0,5747,244.49,99.94,0,79.0673394814686,0.0538050176056338,1203.0,2023,8,3,2,0,31,5516.0,6565.0,12053.0,7535.0,2022.8053127607998,0.7906733948146859,0,0
2023-08-03,Europe-North,Compute,6984.0,8011,407.04,99.78,0,87.18012732492822,0.0582817869415807,1027.0,2023,8,3,3,0,31,4544.0,7859.0,7767.0,7410.0,2026.478801599789,0.8718012732492822,0,0
2023-08-04,Europe-North,Compute,7669.0,9771,437.5,99.81,0,78.48736055674956,0.0570478550006519,2102.0,2023,8,3,4,0,31,6984.0,9587.0,6439.0,7136.0,1800.0887941061821,0.7848736055674956,0,0
2023-08-05,Europe-North,Compute,9612.0,11686,528.79,99.98,0,82.25226767071709,0.0550135247607157,2074.0,2023,8,3,5,1,31,7669.0,8592.0,8162.0,7281.714285714285,1970.7836609062958,0.8225226767071709,0,0
2023-08-06,Europe-North,Compute,9052.0,9290,446.5813308785514,99.84,0,97.43810548977396,0.0493351006273256,238.0,2023,8,3,6,1,31,9612.0,6766.0,6806.0,7608.285714285715,2058.5325448229432,0.9743810548977395,0,1
2023-08-07,Europe-North,Compute,8492.0,10120,454.97,99.72,0,83.91304347826087,0.0535763071125765,1628.0,2023,8,3,0,0,32,9052.0,9881.0,8356.0,7409.857142857143,1860.3512597151628,0.8391304347826087,0,0
2023-08-08,Europe-North,Compute,5145.0,6915,267.21,99.71,0,74.40347071583514,0.051935860058309,1770.0,2023,8,3,1,0,32,8492.0,5516.0,5657.0,7356.857142857143,1927.3756275110964,0.7440347071583514,1,0
2023-08-09,Europe-North,Compute,4786.0,5492,223.13,99.96,0,87.14493809176986,0.0466213957375679,706.0,2023,8,3,2,0,32,5145.0,4544.0,8790.0,7391.428571428572,1869.8233300807508,0.8714493809176985,0,0
2023-08-10,Europe-North,Compute,5972.0,6707,302.34,99.95,1,89.04130013418816,0.0506262558606831,735.0,2023,8,3,3,0,32,4786.0,6984.0,9179.0,7246.857142857143,1944.218302949489,0.8904130013418816,0,0
2023-08-11,Europe-North,Compute,7197.0,8414,404.56,99.85,0,85.5360114095555,0.0562123106850076,1217.0,2023,8,3,4,0,32,5972.0,7669.0,7037.0,7179.428571428572,1935.3020313069828,0.855360114095555,0,0
2023-08-12,Europe-North,Compute,4310.0,5191,228.51,99.95,0,83.02831824311308,0.0530185614849187,881.0,2023,8,3,5,1,32,7197.0,9612.0,9089.0,6422.0,1860.6761315894407,0.8302831824311308,0,0
2023-08-13,Europe-North,Compute,8495.0,11226,471.11,99.83,0,75.67254587564582,0.0554573278399058,2731.0,2023,8,3,6,1,32,4310.0,9052.0,5881.0,6342.428571428572,1737.2776459298605,0.7567254587564582,0,0
2023-08-14,Europe-North,Compute,7304.5,8697,360.3682425322999,99.8,0,83.98873174657928,0.0493351006273256,1392.5,2023,8,3,0,0,33,8495.0,8492.0,8693.0,6172.785714285715,1539.062210599434,0.8398873174657928,0,0
2023-08-15,Europe-North,Compute,6114.0,7345,333.94,99.78,0,83.24029952348536,0.0546189074255806,1231.0,2023,8,3,1,0,33,7304.5,5145.0,5496.0,6311.214285714285,1473.3889466448486,0.8324029952348536,0,0
2023-08-16,Europe-North,Compute,6940.0,8586,398.62,99.91,0,80.82925692988586,0.0574380403458213,1646.0,2023,8,3,2,0,33,6114.0,4786.0,9289.0,6618.928571428572,1318.5551571249996,0.8082925692988586,0,0
2023-08-19,Europe-North,Compute,8672.0,10580,410.11,99.98,0,81.96597353497165,0.0472912822878228,1908.0,2023,8,3,5,1,33,6940.0,5972.0,6457.0,7004.642857142857,1482.4913353958568,0.8196597353497165,0,0
2023-08-20,Europe-North,Compute,8448.0,9981,488.17,99.81,0,84.64081755335137,0.0577852746212121,1533.0,2023,8,3,6,1,33,8672.0,7197.0,8166.0,7183.357142857143,1581.63366792813,0.8464081755335137,0,0
2023-08-22,Europe-North,Compute,5917.0,6793,320.34,99.74,0,87.1043721477992,0.0541389217508872,876.0,2023,8,3,1,0,34,8448.0,4310.0,6285.0,7412.928571428572,1153.830447847921,0.871043721477992,0,0
2023-08-23,Europe-North,Compute,5784.0,6893,282.18,99.95,0,83.91121427535181,0.0487863070539419,1109.0,2023,8,3,2,0,34,5917.0,8495.0,7593.0,7025.642857142857,1184.6621429154911,0.8391121427535181,0,0
2023-08-24,Europe-North,Compute,5575.0,6442,330.43,99.97,0,86.54144675566594,0.0592699551569506,867.0,2023,8,3,3,0,34,5784.0,7304.5,9026.0,6778.571428571428,1292.274462223202,0.8654144675566594,0,0
2023-08-25,Europe-North,Compute,5574.0,6733,302.58,99.98,0,82.78627654834398,0.0542841765339074,1159.0,2023,8,3,4,0,34,5575.0,6114.0,8938.5,6701.428571428572,1353.2380742922753,0.8278627654834397,0,0
2023-08-26,Europe-North,Compute,6398.0,8301,331.78,99.89,0,77.07505119865077,0.051856830259456,1903.0,2023,8,3,5,1,34,5574.0,6940.0,8851.0,6624.0,1352.818415999223,0.7707505119865077,0,0
2023-08-27,Europe-North,Compute,4528.0,5487,209.08,99.85,0,82.52232549662838,0.0461749116607773,959.0,2023,8,3,6,1,34,6398.0,8672.0,7126.0,6032.0,1205.98300153857,0.8252232549662839,0,0
2023-08-28,Europe-North,Compute,4803.0,6091,232.55,99.71,0,78.85404695452307,0.0484176556318967,1288.0,2023,8,3,0,0,35,4528.0,8448.0,6565.0,5511.285714285715,645.7232932367773,0.7885404695452307,0,0
2023-08-29,Europe-North,Compute,6729.0,9908,331.975892121274,99.78,0,67.91481631005249,0.0493351006273256,3179.0,2023,8,3,1,0,35,4803.0,5917.0,7859.0,5627.285714285715,788.0126298238389,0.6791481631005248,1,0
2023-08-30,Europe-North,Compute,8655.0,10165,472.23,99.77,0,85.14510575504181,0.0545615251299826,1510.0,2023,8,3,2,0,35,6729.0,5784.0,9587.0,6037.428571428572,1395.87235055631,0.8514510575504181,0,0
2023-08-31,Europe-North,Compute,8142.0,9613,379.41,99.84,0,84.6978050556538,0.046599115696389,1471.0,2023,8,3,3,0,35,8655.0,5575.0,8592.0,6404.142857142857,1579.2816329554576,0.8469780505565381,0,0
2023-09-01,Europe-North,Compute,4964.0,6049,258.05,99.93,0,82.06315093403869,0.0519842868654311,1085.0,2023,9,3,4,0,35,8142.0,5574.0,6766.0,6317.0,1648.0544084869628,0.8206315093403869,0,0
2023-09-02,Europe-North,Compute,4436.0,5245,218.78,99.93,1,84.57578646329837,0.0493192064923354,809.0,2023,9,3,5,1,35,4964.0,6398.0,9881.0,6036.714285714285,1792.492651243481,0.8457578646329837,0,0
2023-09-03,Europe-North,Compute,8135.0,9538,433.46,99.76,0,85.2904172782554,0.0532833435771358,1403.0,2023,9,3,6,1,35,4436.0,4528.0,5516.0,6552.0,1804.9066457853107,0.852904172782554,0,0
2023-09-04,Europe-North,Compute,6617.0,7728,326.08,99.72,0,85.62370600414079,0.0492791295148858,1111.0,2023,9,3,0,0,36,8135.0,4803.0,4544.0,6811.142857142857,1634.0780712246046,0.8562370600414079,0,0
2023-09-05,Europe-North,Compute,5703.0,7207,293.35,99.84,0,79.1314000277508,0.0514378397334736,1504.0,2023,9,3,1,0,36,6617.0,6729.0,6984.0,6664.571428571428,1687.8051681738227,0.791314000277508,0,0
2023-09-06,Europe-North,Compute,7203.0,8128,380.47,99.94,0,88.61958661417323,0.0528210467860613,925.0,2023,9,3,2,0,36,5703.0,8655.0,7669.0,6457.142857142857,1478.6835844280963,0.8861958661417323,0,0
2023-09-07,Europe-North,Compute,7871.0,9461,401.84,99.94,0,83.19416552161505,0.0510532333883877,1590.0,2023,9,3,3,0,36,7203.0,8142.0,9612.0,6418.428571428572,1429.9643185691496,0.8319416552161505,0,0
2023-09-08,Europe-North,Compute,6586.0,8553,338.45,99.78,0,77.00222144276862,0.0513893106589735,1967.0,2023,9,3,4,0,36,7871.0,4964.0,9052.0,6650.142857142857,1278.388624867437,0.7700222144276861,0,0
2023-09-09,Europe-North,Compute,6077.0,7021,342.36,99.8,0,86.5546218487395,0.0563370083922988,944.0,2023,9,3,5,1,36,6586.0,4436.0,8492.0,6884.571428571428,898.7984307104682,0.865546218487395,0,0
2023-09-10,Europe-North,Compute,6287.0,7124,363.18,99.8,0,88.25098259404828,0.0577668204230952,837.0,2023,9,3,6,1,36,6077.0,8135.0,5145.0,6620.571428571428,724.8769682143305,0.8825098259404829,0,0
2023-09-11,Europe-North,Compute,5890.5,10196,290.6084102452615,99.97,0,57.77265594350725,0.0493351006273256,4305.5,2023,9,3,0,0,37,6287.0,6617.0,4786.0,6516.785714285715,775.7008582105293,0.5777265594350726,1,0
2023-09-13,Europe-North,Compute,5494.0,6404,322.31,99.96,0,85.79013116802,0.0586658172551874,910.0,2023,9,3,2,0,37,5890.5,5703.0,5972.0,6486.928571428572,815.2580587647891,0.8579013116801999,0,0
