timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday,utilization_rate,cost_per_unit,buffer_units,year,month,day_of_week,day_of_month,quarter,is_weekend
2023-04-05,Europe-North,Storage,9819.0,12886.0,225.48,99.97,0,76.2,0.023,3067.0,2023,4,2,5,2,0
2023-04-05,US-West,Compute,9804.0,12407.0,482.49,99.78,0,79.02,0.0492,2603.0,2023,4,2,5,2,0
2023-04-05,US-East,Compute,11456.0,14489.0,557.11,99.93,0,79.07,0.0486,3033.0,2023,4,2,5,2,0
2023-04-05,India-South,Compute,8833.0,10577.0,528.02,99.78,0,83.51,0.0598,1744.0,2023,4,2,5,2,0
2023-04-05,US-East,Storage,10448.0,12935.0,266.91,99.77,0,80.77,0.0255,2487.0,2023,4,2,5,2,0
2023-04-05,Europe-North,Compute,8459.0,11358.0,432.08,99.75,0,74.48,0.0511,2899.0,2023,4,2,5,2,0
2023-04-06,Europe-North,Compute,7878.0,10441.0,416.47,99.71,0,75.45,0.0529,2563.0,2023,4,3,6,2,0
2023-04-06,US-East,Storage,10352.0,12062.0,194.77,99.88,1,85.82,0.0188,1710.0,2023,4,3,6,2,0
2023-04-06,Europe-North,Storage,12347.0,15664.0,337.15,99.84,0,78.82,0.0273,3317.0,2023,4,3,6,2,0
2023-04-06,US-West,Storage,8669.0,10738.0,201.25,99.95,0,80.73,0.0232,2069.0,2023,4,3,6,2,0
2023-04-06,US-West,Compute,12393.0,13896.0,743.43,99.71,0,89.18,0.06,1503.0,2023,4,3,6,2,0
2023-04-06,India-South,Compute,11045.0,13604.0,580.7,99.94,0,81.19,0.0526,2559.0,2023,4,3,6,2,0
2023-04-06,India-South,Storage,10372.5,10154.0,234.6129359685999,99.76,0,102.15,0.0226,-218.5,2023,4,3,6,2,0
2023-04-06,US-East,Compute,11664.0,14468.0,541.08,99.73,0,80.62,0.0464,2804.0,2023,4,3,6,2,0
2023-04-07,Europe-North,Storage,9040.0,11605.0,192.53,99.97,0,77.9,0.0213,2565.0,2023,4,4,7,2,0
2023-04-07,India-South,Storage,10407.0,13181.0,267.8,99.78,1,78.95,0.0257,2774.0,2023,4,4,7,2,0
2023-04-07,India-South,Compute,8965.0,10190.0,431.75,99.89,0,87.98,0.0482,1225.0,2023,4,4,7,2,0
2023-04-07,Europe-North,Compute,7491.0,8558.0,448.06,99.99,0,87.53,0.0598,1067.0,2023,4,4,7,2,0
2023-04-07,US-West,Storage,10489.0,12365.0,218.48,99.74,0,84.83,0.0208,1876.0,2023,4,4,7,2,0
2023-04-07,US-West,Compute,7039.0,8803.0,352.22,99.71,0,79.96,0.05,1764.0,2023,4,4,7,2,0
2023-04-08,US-East,Compute,12175.5,8620.0,600.679517688003,99.84,0,141.25,0.0493,-3555.5,2023,4,5,8,2,1
2023-04-08,India-South,Storage,9894.0,11615.0,216.6,99.72,0,85.18,0.0219,1721.0,2023,4,5,8,2,1
2023-04-08,India-South,Compute,12270.0,15036.0,727.97,99.88,0,81.6,0.0593,2766.0,2023,4,5,8,2,1
2023-04-08,US-West,Compute,9358.0,12214.0,524.88,99.96,1,76.62,0.0561,2856.0,2023,4,5,8,2,1
2023-04-08,Europe-North,Storage,13757.0,16203.0,304.52,99.76,0,84.9,0.0221,2446.0,2023,4,5,8,2,1
2023-04-08,Europe-North,Compute,7850.0,8859.0,382.02,99.84,0,88.61,0.0487,1009.0,2023,4,5,8,2,1
2023-04-09,Europe-North,Storage,10984.0,12401.0,239.51,99.8,1,88.57,0.0218,1417.0,2023,4,6,9,2,1
2023-04-09,US-East,Storage,10631.0,12702.0,229.52,99.88,0,83.7,0.0216,2071.0,2023,4,6,9,2,1
2023-04-09,India-South,Compute,9287.0,11647.0,518.95,99.85,0,79.74,0.0559,2360.0,2023,4,6,9,2,1
2023-04-09,Europe-North,Compute,14153.0,18789.0,640.26,99.95,0,75.33,0.0452,4636.0,2023,4,6,9,2,1
2023-04-09,US-West,Compute,12313.0,15775.0,727.8,99.91,0,78.05,0.0591,3462.0,2023,4,6,9,2,1
2023-04-10,Europe-North,Storage,8866.0,11292.0,263.35,99.73,1,78.52,0.0297,2426.0,2023,4,0,10,2,0
2023-04-10,US-West,Compute,13848.0,16281.0,731.61,99.91,0,85.06,0.0528,2433.0,2023,4,0,10,2,0
2023-04-10,US-East,Compute,12687.0,15441.0,628.36,99.7,0,82.16,0.0495,2754.0,2023,4,0,10,2,0
2023-04-10,Europe-North,Compute,11557.5,9819.0,570.1904255003158,99.89,0,117.71,0.0493,-1738.5,2023,4,0,10,2,0
2023-04-10,India-South,Compute,9136.0,12138.0,421.85,99.85,0,75.27,0.0462,3002.0,2023,4,0,10,2,0
2023-04-10,India-South,Storage,9793.0,12087.0,208.35,99.86,0,81.02,0.0213,2294.0,2023,4,0,10,2,0
2023-04-10,US-West,Storage,10137.0,12359.0,250.65,99.99,0,82.02,0.0247,2222.0,2023,4,0,10,2,0
2023-04-10,US-East,Storage,13458.0,16112.0,327.55,99.83,0,83.53,0.0243,2654.0,2023,4,0,10,2,0
2023-04-11,US-East,Storage,10407.0,13386.0,288.05,99.8,0,77.75,0.0277,2979.0,2023,4,1,11,2,0
2023-04-11,Europe-North,Compute,8962.0,10037.0,511.85,99.71,0,89.29,0.0571,1075.0,2023,4,1,11,2,0
2023-04-11,US-West,Compute,9327.0,11946.0,539.57,99.83,0,78.08,0.0579,2619.0,2023,4,1,11,2,0
2023-04-11,Europe-North,Storage,10978.0,12471.0,285.92,99.77,0,88.03,0.026,1493.0,2023,4,1,11,2,0
2023-04-11,India-South,Storage,8104.0,10626.0,238.04,99.9,0,76.27,0.0294,2522.0,2023,4,1,11,2,0
2023-04-11,India-South,Compute,7030.0,8299.0,377.36,99.73,0,84.71,0.0537,1269.0,2023,4,1,11,2,0
2023-04-11,US-East,Compute,11958.0,16021.0,610.83,99.75,0,74.64,0.0511,4063.0,2023,4,1,11,2,0
2023-04-12,US-East,Compute,9263.0,10955.0,521.36,99.75,0,84.55,0.0563,1692.0,2023,4,2,12,2,0
2023-04-12,India-South,Compute,9816.0,9351.0,484.27334775782816,99.87,0,104.97,0.0493,-465.0,2023,4,2,12,2,0
2023-04-12,US-West,Storage,8324.0,9911.0,247.55,99.99,0,83.99,0.0297,1587.0,2023,4,2,12,2,0
2023-04-12,US-West,Compute,10545.333333333334,11646.0,520.255081148691,99.8,0,90.55,0.0493,1100.67,2023,4,2,12,2,0
2023-04-12,India-South,Storage,8551.0,9831.0,196.6,99.72,0,86.98,0.023,1280.0,2023,4,2,12,2,0
2023-04-12,US-East,Storage,8265.0,10493.0,170.23,99.84,1,78.77,0.0206,2228.0,2023,4,2,12,2,0
2023-04-12,Europe-North,Compute,8220.0,10777.0,432.98,99.85,0,76.27,0.0527,2557.0,2023,4,2,12,2,0
2023-04-13,US-West,Compute,11763.666666666666,10130.0,580.361678746316,99.97,0,116.13,0.0493,-1633.67,2023,4,3,13,2,0
2023-04-13,US-East,Compute,12158.0,15662.0,694.86,99.84,0,77.63,0.0572,3504.0,2023,4,3,13,2,0
2023-04-13,US-East,Storage,8283.0,10371.0,162.2,99.93,0,79.87,0.0196,2088.0,2023,4,3,13,2,0
2023-04-13,India-South,Compute,12602.0,16794.0,622.86,99.81,0,75.04,0.0494,4192.0,2023,4,3,13,2,0
2023-04-13,US-West,Storage,9101.0,11005.0,179.4,99.99,0,82.7,0.0197,1904.0,2023,4,3,13,2,0
2023-04-13,Europe-North,Storage,9953.0,11608.0,234.24,99.85,0,85.74,0.0235,1655.0,2023,4,3,13,2,0
2023-04-13,Europe-North,Compute,12081.0,14981.0,667.93,99.7,0,80.64,0.0553,2900.0,2023,4,3,13,2,0
2023-04-14,India-South,Storage,8100.0,9614.0,162.18,99.8,0,84.25,0.02,1514.0,2023,4,4,14,2,0
2023-04-14,Europe-North,Compute,9820.0,12924.0,526.04,99.96,0,75.98,0.0536,3104.0,2023,4,4,14,2,0
2023-04-14,US-East,Storage,11042.0,14308.0,283.11,99.72,0,77.17,0.0256,3266.0,2023,4,4,14,2,0
2023-04-14,India-South,Compute,10557.0,13595.0,615.23,99.84,0,77.65,0.0583,3038.0,2023,4,4,14,2,0
2023-04-14,US-East,Compute,13312.0,17674.0,678.42,99.84,0,75.32,0.051,4362.0,2023,4,4,14,2,0
2023-04-14,Europe-North,Storage,13430.0,17453.0,341.63,99.87,0,76.95,0.0254,4023.0,2023,4,4,14,2,0
2023-04-14,US-West,Compute,12982.0,15011.0,592.92,99.87,0,86.48,0.0457,2029.0,2023,4,4,14,2,0
2023-04-15,Europe-North,Compute,14957.0,19751.0,773.86,99.96,0,75.73,0.0517,4794.0,2023,4,5,15,2,1
2023-04-15,US-West,Storage,14309.0,16752.0,332.22,99.92,0,85.42,0.0232,2443.0,2023,4,5,15,2,1
2023-04-15,US-East,Storage,10917.0,13508.0,220.08,99.9,0,80.82,0.0202,2591.0,2023,4,5,15,2,1
2023-04-15,India-South,Storage,9025.0,11848.0,186.79,99.84,0,76.17,0.0207,2823.0,2023,4,5,15,2,1
2023-04-15,India-South,Compute,8265.0,10064.0,482.72,99.87,0,82.12,0.0584,1799.0,2023,4,5,15,2,1
2023-04-15,US-West,Compute,14326.0,17263.0,718.92,99.71,0,82.99,0.0502,2937.0,2023,4,5,15,2,1
2023-04-15,US-East,Compute,11025.0,14719.0,571.46,99.84,0,74.9,0.0518,3694.0,2023,4,5,15,2,1
2023-04-15,Europe-North,Storage,12466.5,10092.0,281.97658869631726,99.74,0,123.53,0.0226,-2374.5,2023,4,5,15,2,1
2023-04-16,US-East,Compute,13895.0,16563.0,687.56,99.86,0,83.89,0.0495,2668.0,2023,4,6,16,2,1
2023-04-16,India-South,Compute,10579.0,12789.0,570.74,99.84,0,82.72,0.054,2210.0,2023,4,6,16,2,1
2023-04-16,US-West,Storage,8586.0,10229.0,219.09,99.95,0,83.94,0.0255,1643.0,2023,4,6,16,2,1
2023-04-16,India-South,Storage,8335.0,10624.0,160.1,99.83,0,78.45,0.0192,2289.0,2023,4,6,16,2,1
2023-04-16,Europe-North,Storage,11503.0,15037.0,316.45,99.83,0,76.5,0.0275,3534.0,2023,4,6,16,2,1
2023-04-16,Europe-North,Compute,8907.0,10903.0,483.92,99.96,0,81.69,0.0543,1996.0,2023,4,6,16,2,1
2023-04-16,US-West,Compute,9818.0,12971.0,576.49,99.88,0,75.69,0.0587,3153.0,2023,4,6,16,2,1
2023-04-17,US-East,Compute,10646.0,13495.0,621.92,99.98,0,78.89,0.0584,2849.0,2023,4,0,17,2,0
2023-04-17,India-South,Compute,12577.0,15488.0,585.16,99.79,0,81.2,0.0465,2911.0,2023,4,0,17,2,0
2023-04-17,US-East,Storage,8038.0,9418.0,235.07,99.83,0,85.35,0.0292,1380.0,2023,4,0,17,2,0
2023-04-17,US-West,Compute,8845.0,11747.0,507.6,99.81,0,75.3,0.0574,2902.0,2023,4,0,17,2,0
2023-04-17,India-South,Storage,11700.0,14869.0,285.21,99.76,1,78.69,0.0244,3169.0,2023,4,0,17,2,0
2023-04-17,Europe-North,Compute,12378.0,14001.0,579.19,99.92,1,88.41,0.0468,1623.0,2023,4,0,17,2,0
2023-04-17,US-West,Storage,10622.0,13776.0,216.97,99.71,0,77.11,0.0204,3154.0,2023,4,0,17,2,0
2023-04-17,Europe-North,Storage,11607.0,14831.0,260.97,99.73,0,78.26,0.0225,3224.0,2023,4,0,17,2,0
2023-04-18,US-East,Compute,12495.0,16215.0,567.82,99.86,0,77.06,0.0454,3720.0,2023,4,1,18,2,0
2023-04-18,US-West,Storage,11319.0,13589.0,335.4,99.71,0,83.3,0.0296,2270.0,2023,4,1,18,2,0
2023-04-18,Europe-North,Compute,9090.0,11849.0,466.28,99.72,0,76.72,0.0513,2759.0,2023,4,1,18,2,0
2023-04-18,US-East,Storage,10387.0,11755.0,279.09,99.84,0,88.36,0.0269,1368.0,2023,4,1,18,2,0
2023-04-18,India-South,Compute,9426.0,11924.0,426.5,99.72,0,79.05,0.0452,2498.0,2023,4,1,18,2,0
2023-04-18,US-West,Compute,10696.0,14379.0,547.1,99.79,0,74.39,0.0511,3683.0,2023,4,1,18,2,0
2023-04-19,US-East,Storage,7813.0,9036.0,152.71,99.75,0,86.47,0.0195,1223.0,2023,4,2,19,2,0
2023-04-19,US-West,Storage,10531.0,12262.0,208.15,99.99,0,85.88,0.0198,1731.0,2023,4,2,19,2,0
2023-04-19,India-South,Storage,13419.0,16589.0,277.09,99.94,0,80.89,0.0206,3170.0,2023,4,2,19,2,0
2023-04-19,India-South,Compute,13571.0,16291.0,763.27,99.88,1,83.3,0.0562,2720.0,2023,4,2,19,2,0
2023-04-19,Europe-North,Compute,9463.0,11174.0,554.91,99.94,1,84.69,0.0586,1711.0,2023,4,2,19,2,0
2023-04-19,Europe-North,Storage,8152.0,9294.0,187.55,99.92,1,87.71,0.023,1142.0,2023,4,2,19,2,0
2023-04-19,US-West,Compute,7651.0,8861.0,348.92,99.79,0,86.34,0.0456,1210.0,2023,4,2,19,2,0
2023-04-20,Europe-North,Compute,7250.0,9660.0,384.63,99.94,0,75.05,0.0531,2410.0,2023,4,3,20,2,0
2023-04-20,US-West,Compute,12911.0,14508.0,590.47,99.84,0,88.99,0.0457,1597.0,2023,4,3,20,2,0
2023-04-20,Europe-North,Storage,10838.0,10872.0,245.14196192120374,99.8,0,99.69,0.0226,34.0,2023,4,3,20,2,0
2023-04-20,US-East,Storage,8975.0,11288.0,237.3,99.88,1,79.51,0.0264,2313.0,2023,4,3,20,2,0
2023-04-20,India-South,Storage,10969.0,14528.0,291.31,99.87,0,75.5,0.0266,3559.0,2023,4,3,20,2,0
2023-04-20,India-South,Compute,10121.0,12999.0,461.28,99.75,0,77.86,0.0456,2878.0,2023,4,3,20,2,0
2023-04-20,US-West,Storage,10423.0,13105.0,235.86,99.98,0,79.53,0.0226,2682.0,2023,4,3,20,2,0
2023-04-20,US-East,Compute,13461.0,16383.0,716.03,99.89,0,82.16,0.0532,2922.0,2023,4,3,20,2,0
2023-04-21,India-South,Storage,10596.0,12045.0,244.64,99.96,0,87.97,0.0231,1449.0,2023,4,4,21,2,0
2023-04-21,US-East,Storage,13518.0,16049.0,390.19,99.86,0,84.23,0.0289,2531.0,2023,4,4,21,2,0
2023-04-21,Europe-North,Compute,13913.0,15796.0,814.31,99.78,0,88.08,0.0585,1883.0,2023,4,4,21,2,0
2023-04-21,US-East,Compute,8655.0,11484.0,500.34,99.93,0,75.37,0.0578,2829.0,2023,4,4,21,2,0
2023-04-21,India-South,Compute,13829.0,16245.0,665.17,99.85,0,85.13,0.0481,2416.0,2023,4,4,21,2,0
2023-04-21,US-West,Compute,9450.0,10928.0,477.79,99.97,0,86.48,0.0506,1478.0,2023,4,4,21,2,0
2023-04-21,Europe-North,Storage,13524.0,15277.0,351.06,99.9,0,88.53,0.026,1753.0,2023,4,4,21,2,0
2023-04-22,Europe-North,Compute,9877.0,11394.0,473.21,99.88,0,86.69,0.0479,1517.0,2023,4,5,22,2,1
2023-04-22,Europe-North,Storage,12439.0,14854.0,290.9,99.98,0,83.74,0.0234,2415.0,2023,4,5,22,2,1
2023-04-22,India-South,Storage,10081.0,11723.0,288.11,99.8,0,85.99,0.0286,1642.0,2023,4,5,22,2,1
2023-04-22,US-West,Storage,10299.0,13695.0,304.6,99.93,0,75.2,0.0296,3396.0,2023,4,5,22,2,1
2023-04-22,US-East,Storage,13860.0,16855.0,261.78,99.96,0,82.23,0.0189,2995.0,2023,4,5,22,2,1
2023-04-22,India-South,Compute,12129.0,14016.0,633.73,99.94,0,86.54,0.0522,1887.0,2023,4,5,22,2,1
2023-04-23,US-East,Storage,9437.0,10728.0,193.95,99.94,0,87.97,0.0206,1291.0,2023,4,6,23,2,1
2023-04-23,US-West,Compute,9568.0,12626.0,556.13,99.88,0,75.78,0.0581,3058.0,2023,4,6,23,2,1
2023-04-23,Europe-North,Storage,13482.0,17335.0,364.41,99.8,0,77.77,0.027,3853.0,2023,4,6,23,2,1
2023-04-23,Europe-North,Compute,13138.0,15834.0,763.37,99.96,1,82.97,0.0581,2696.0,2023,4,6,23,2,1
2023-04-23,US-East,Compute,10985.0,13632.0,503.07,99.79,1,80.58,0.0458,2647.0,2023,4,6,23,2,1
2023-04-23,India-South,Compute,8734.0,10853.0,481.92,99.74,0,80.48,0.0552,2119.0,2023,4,6,23,2,1
2023-04-23,India-South,Storage,11437.0,14235.0,325.31,99.77,0,80.34,0.0284,2798.0,2023,4,6,23,2,1
2023-04-24,US-East,Compute,11839.0,14842.0,561.16,99.95,0,79.77,0.0474,3003.0,2023,4,0,24,2,0
2023-04-24,US-West,Compute,13138.0,17305.0,643.62,99.75,1,75.92,0.049,4167.0,2023,4,0,24,2,0
2023-04-24,India-South,Compute,10510.0,14067.0,482.84,99.7,0,74.71,0.0459,3557.0,2023,4,0,24,2,0
2023-04-24,US-West,Storage,8931.0,10397.0,183.57,99.95,0,85.9,0.0206,1466.0,2023,4,0,24,2,0
2023-04-24,India-South,Storage,9890.5,11055.0,223.71070071799832,99.82,1,89.47,0.0226,1164.5,2023,4,0,24,2,0
2023-04-24,US-East,Storage,12100.0,14215.0,328.5,99.71,0,85.12,0.0271,2115.0,2023,4,0,24,2,0
2023-04-24,Europe-North,Compute,13114.0,17267.0,634.99,99.74,0,75.95,0.0484,4153.0,2023,4,0,24,2,0
2023-04-25,US-East,Compute,9397.0,11672.0,478.23,99.71,0,80.51,0.0509,2275.0,2023,4,1,25,2,0
2023-04-25,US-East,Storage,8061.0,10861.0,232.07,99.97,0,74.22,0.0288,2800.0,2023,4,1,25,2,0
2023-04-25,Europe-North,Compute,13577.0,17290.0,776.46,99.95,0,78.53,0.0572,3713.0,2023,4,1,25,2,0
2023-04-25,Europe-North,Storage,13681.0,15906.0,289.56,99.83,0,86.01,0.0212,2225.0,2023,4,1,25,2,0
2023-04-25,US-West,Storage,7867.0,9155.0,154.36,99.72,0,85.93,0.0196,1288.0,2023,4,1,25,2,0
2023-04-25,US-West,Compute,10874.0,13249.0,580.0,99.96,0,82.07,0.0533,2375.0,2023,4,1,25,2,0
2023-04-25,India-South,Compute,11100.0,13054.0,589.9,99.91,0,85.03,0.0531,1954.0,2023,4,1,25,2,0
2023-04-26,US-East,Compute,10285.0,10959.0,507.4115099520439,99.99,0,93.85,0.0493,674.0,2023,4,2,26,2,0
2023-04-26,India-South,Storage,8344.0,10694.0,234.27,99.74,1,78.03,0.0281,2350.0,2023,4,2,26,2,0
2023-04-26,Europe-North,Storage,10271.0,11521.0,253.28,99.83,0,89.15,0.0247,1250.0,2023,4,2,26,2,0
2023-04-26,India-South,Compute,7386.0,9079.0,424.77,99.78,0,81.35,0.0575,1693.0,2023,4,2,26,2,0
2023-04-26,US-East,Storage,11653.0,15439.0,318.03,99.89,1,75.48,0.0273,3786.0,2023,4,2,26,2,0
2023-04-26,Europe-North,Compute,7507.0,9692.0,446.19,99.94,0,77.46,0.0594,2185.0,2023,4,2,26,2,0
2023-04-27,Europe-North,Storage,8947.0,10963.0,267.11,99.85,0,81.61,0.0299,2016.0,2023,4,3,27,2,0
2023-04-27,Europe-North,Compute,12332.0,15128.0,608.24,99.89,0,81.52,0.0493,2796.0,2023,4,3,27,2,0
2023-04-27,US-West,Compute,7369.0,9592.0,403.93,99.74,0,76.82,0.0548,2223.0,2023,4,3,27,2,0
2023-04-27,India-South,Storage,10890.0,11015.0,246.31813667853007,99.79,0,98.87,0.0226,125.0,2023,4,3,27,2,0
2023-04-27,India-South,Compute,12515.0,15374.0,684.8,99.75,0,81.4,0.0547,2859.0,2023,4,3,27,2,0
2023-04-27,US-East,Compute,11173.0,14516.0,559.88,99.73,0,76.97,0.0501,3343.0,2023,4,3,27,2,0
2023-04-27,US-East,Storage,13212.0,17671.0,279.03,99.88,0,74.77,0.0211,4459.0,2023,4,3,27,2,0
2023-04-27,US-West,Storage,9563.0,11884.0,234.84,99.88,0,80.47,0.0246,2321.0,2023,4,3,27,2,0
2023-04-28,India-South,Storage,13436.0,18061.0,256.19,99.91,0,74.39,0.0191,4625.0,2023,4,4,28,2,0
2023-04-28,US-East,Compute,11019.0,13500.0,503.83,99.94,0,81.62,0.0457,2481.0,2023,4,4,28,2,0
2023-04-28,Europe-North,Compute,8456.0,10436.0,399.28,99.74,0,81.03,0.0472,1980.0,2023,4,4,28,2,0
2023-04-28,Europe-North,Storage,11697.0,14852.0,318.94,99.95,0,78.76,0.0273,3155.0,2023,4,4,28,2,0
2023-04-28,India-South,Compute,13292.0,17387.0,757.12,99.71,0,76.45,0.057,4095.0,2023,4,4,28,2,0
2023-04-28,US-East,Storage,13860.0,18417.0,334.59,99.73,1,75.26,0.0241,4557.0,2023,4,4,28,2,0
2023-04-28,US-West,Compute,9604.0,12829.0,440.79,99.93,0,74.86,0.0459,3225.0,2023,4,4,28,2,0
2023-04-28,US-West,Storage,9700.0,11610.0,270.86,99.91,0,83.55,0.0279,1910.0,2023,4,4,28,2,0
2023-04-29,India-South,Storage,12046.0,16138.0,306.43,99.79,0,74.64,0.0254,4092.0,2023,4,5,29,2,1
2023-04-29,US-West,Storage,10985.5,10019.0,248.4782268578505,99.84,0,109.65,0.0226,-966.5,2023,4,5,29,2,1
2023-04-29,India-South,Compute,11246.0,12827.0,658.7,99.87,0,87.67,0.0586,1581.0,2023,4,5,29,2,1
2023-04-29,US-East,Compute,7561.0,8632.0,443.53,99.9,1,87.59,0.0587,1071.0,2023,4,5,29,2,1
2023-04-29,Europe-North,Storage,11907.0,15923.0,266.11,99.82,0,74.78,0.0223,4016.0,2023,4,5,29,2,1
2023-04-29,US-East,Storage,11626.0,13445.0,249.39,99.88,0,86.47,0.0215,1819.0,2023,4,5,29,2,1
2023-04-29,Europe-North,Compute,9360.0,11213.0,503.22,99.76,0,83.47,0.0538,1853.0,2023,4,5,29,2,1
2023-04-30,US-West,Compute,11885.0,14076.0,685.96,99.87,0,84.43,0.0577,2191.0,2023,4,6,30,2,1
2023-04-30,US-East,Compute,12897.0,16923.0,633.7,99.9,0,76.21,0.0491,4026.0,2023,4,6,30,2,1
2023-04-30,India-South,Storage,10292.0,11936.0,264.34,99.88,0,86.23,0.0257,1644.0,2023,4,6,30,2,1
2023-04-30,Europe-North,Storage,9839.0,12932.0,267.76,99.9,0,76.08,0.0272,3093.0,2023,4,6,30,2,1
2023-04-30,India-South,Compute,7351.0,8300.0,409.38,99.96,0,88.57,0.0557,949.0,2023,4,6,30,2,1
2023-05-01,India-South,Storage,9628.0,10825.0,181.24,99.71,0,88.94,0.0188,1197.0,2023,5,0,1,2,0
2023-05-01,US-West,Storage,12271.0,14384.0,265.03,99.96,0,85.31,0.0216,2113.0,2023,5,0,1,2,0
2023-05-01,India-South,Compute,11612.0,14512.0,542.0,99.76,0,80.02,0.0467,2900.0,2023,5,0,1,2,0
2023-05-01,US-West,Compute,11747.0,13804.0,683.1,99.81,0,85.1,0.0582,2057.0,2023,5,0,1,2,0
2023-05-01,Europe-North,Compute,12679.0,14314.0,739.46,99.8,0,88.58,0.0583,1635.0,2023,5,0,1,2,0
2023-05-01,US-East,Compute,10770.0,12409.0,586.48,99.9,0,86.79,0.0545,1639.0,2023,5,0,1,2,0
2023-05-02,Europe-North,Storage,10219.0,13111.0,267.9,99.92,0,77.94,0.0262,2892.0,2023,5,1,2,2,0
2023-05-02,India-South,Storage,7254.0,9067.0,164.32,99.94,0,80.0,0.0227,1813.0,2023,5,1,2,2,0
2023-05-02,India-South,Compute,8678.0,10724.0,493.4,99.8,0,80.92,0.0569,2046.0,2023,5,1,2,2,0
2023-05-02,Europe-North,Compute,12425.0,15290.0,670.49,99.94,0,81.26,0.054,2865.0,2023,5,1,2,2,0
2023-05-02,US-West,Compute,10577.0,14076.0,515.5,99.91,0,75.14,0.0487,3499.0,2023,5,1,2,2,0
2023-05-02,US-East,Compute,8035.0,9880.0,474.57,99.71,0,81.33,0.0591,1845.0,2023,5,1,2,2,0
